,id,title,overview,release_date,popularity,vote_average,vote_count
1606,1669,The Hunt for Red October,"A new technologically-superior Soviet nuclear sub, the Red October, is heading for the U.S. coast under the command of Captain Marko Ramius. The American government thinks Ramius is planning to attack. Lone CIA analyst Jack Ryan has a different idea: he thinks Ramius is planning to defect, but he has only a few hours to find him and prove it - because the entire Russian naval and air commands are trying to find Ramius, too. The hunt is on!",1990-03-02,35.237,7.397,3061
1607,649,Belle de Jour,"Beautiful young housewife Séverine Serizy cannot reconcile her masochistic fantasies with her everyday life alongside dutiful husband Pierre. When her lovestruck friend Henri mentions a secretive high-class brothel run by Madame Anais, Séverine begins to work there during the day under the name Belle de Jour. But when one of her clients grows possessive, she must try to go back to her normal life.",1967-05-24,30.922,7.397,817
1608,491584,Burning,An aspiring writer goes to the airport to pick up a high school friend returning from a trip to Africa but is disheartened to see her with another man.,2018-05-17,31.524,7.4,1475
1609,760,The Mad Adventures of Rabbi Jacob,"In this riot of frantic disguises and mistaken identities, Victor Pivert, a blustering, bigoted French factory owner, finds himself taken hostage by Slimane, an Arab rebel leader. The two dress up as rabbis as they try to elude not only assasins from Slimane's country, but also the police, who think Pivert is a murderer. Pivert ends up posing as Rabbi Jacob, a beloved figure who's returned to France for his first visit after 30 years in the United States. Adding to the confusion are Pivert's dentist-wife, who thinks her husband is leaving her for another woman, their daughter, who's about to get married, and a Parisian neighborhood filled with people eager to celebrate the return of Rabbi Jacob.",1973-10-17,17.334,7.396,926
1610,705996,Decision to Leave,"From a mountain peak in South Korea, a man plummets to his death. Did he jump, or was he pushed? When detective Hae-joon arrives on the scene, he begins to suspect the dead man’s wife Seo-rae. But as he digs deeper into the investigation, he finds himself trapped in a web of deception and desire.",2022-06-29,62.093,7.395,1034
1611,668461,Slumberland,"A young girl discovers a secret map to the dreamworld of Slumberland, and with the help of an eccentric outlaw, she traverses dreams and flees nightmares, with the hope that she will be able to see her late father again.",2022-11-18,25.09,7.395,768
1612,447332,A Quiet Place,A family is forced to live in silence while hiding from creatures that hunt by sound.,2018-04-03,62.952,7.395,13412
1613,414425,Mudbound,"In the post–World War II South, two families are pitted against a barbaric social hierarchy and an unrelenting landscape as they simultaneously fight the battle at home and the battle abroad.",2017-11-16,29.099,7.395,1176
1614,2898,As Good as It Gets,"Melvin Udall, a cranky, bigoted, obsessive-compulsive writer of romantic fiction, is rude to everyone he meets, including his gay neighbor, Simon. After Simon is hospitalized, Melvin finds his life turned upside down when he has to look after Simon's dog. In addition, Carol, the only waitress at the local diner who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast.",1997-12-19,33.195,7.395,3586
1615,621,Grease,"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?",1978-07-07,52.102,7.4,6917
1616,926393,The Equalizer 3,"Robert McCall finds himself at home in Southern Italy but he discovers his friends are under the control of local crime bosses. As events turn deadly, McCall knows what he has to do: become his friends' protector by taking on the mafia.",2023-08-30,146.384,7.394,2321
1617,673595,"Maggie Simpson in ""Playdate with Destiny""","It seemed like just another day at the park for Maggie Simpson. But when Maggie faces playground peril, a heroic young baby whisks her from danger and steals her heart.",2020-02-29,14.473,7.4,340
1618,439584,I Can Quit Whenever I Want 3: Ad Honorem,"Has been an year since Pietro Zinni's gang got caught in the Sopox production laboratory and each of them locked up in different jails. From Regina Coeli jail, Pietro keep warning the authorities a fool syntetized nerve gas and he is ready to make a killing, but no one takes him seriously.",2017-11-30,8.918,7.394,945
1619,274109,Palm Trees in the Snow,"Spain, 2003. An accidental discovery leads Clarence to travel from the snowy mountains of Huesca to Equatorial Guinea, to visit the land where her father Jacobo and her uncle Kilian spent most of their youth, the island of Fernando Poo.",2015-12-25,17.07,7.4,516
1620,794,The Omen,"Immediately after their miscarriage, the US diplomat Robert Thorn adopts the newborn Damien without the knowledge of his wife. Yet what he doesn’t know is that their new son is the son of the devil.",1976-06-25,36.618,7.394,1907
1621,376867,Moonlight,"The tender, heartbreaking story of a young man’s struggle to find himself, told across three defining chapters in his life as he experiences the ecstasy, pain, and beauty of falling in love, while grappling with his own sexuality.",2016-10-21,40.093,7.392,6777
1622,273481,Sicario,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,2015-09-17,62.001,7.392,8104
1623,10849,The Purple Rose of Cairo,"Cecilia is a waitress in New Jersey, living a dreary life during the Great Depression. Her only escape from her mundane reality is the movie theatre. After losing her job, Cecilia goes to see 'The Purple Rose of Cairo' in hopes of raising her spirits, where she watches dashing archaeologist Tom Baxter time and again.",1985-03-01,30.43,7.392,951
1624,8681,Taken,"While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.",2008-02-18,59.878,7.392,10716
1625,4476,Legends of the Fall,"An epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature, history, war, and love.",1994-12-16,40.254,7.391,2432
1626,575,The Experiment,Das Experiment is a shocking psycho thriller about the potential for brutality that humans hide. Even more shocking is the fact that it’s based on an actual occurrence — a 1971 psychological experiment at Stanford University that was aborted prematurely when the experimenters lost control.,2001-03-07,12.247,7.4,1021
1627,153,Lost in Translation,"Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.",2003-09-18,34.67,7.392,6941
1628,899112,Violent Night,"When a team of mercenaries breaks into a wealthy family compound on Christmas Eve, taking everyone inside hostage, the team isn’t prepared for a surprise combatant: Santa Claus is on the grounds, and he’s about to show why this Nick is no saint.",2022-11-30,63.101,7.4,1882
1629,818647,Through My Window,"Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.",2022-02-04,190.376,7.391,2920
1630,433247,First They Killed My Father,A 5-year-old girl embarks on a harrowing quest for survival amid the sudden rise and terrifying reign of the Khmer Rouge in Cambodia.,2017-02-18,19.276,7.391,635
1631,427,Mon Oncle,"Genial, bumbling Monsieur Hulot loves his top-floor apartment in a grimy corner of the city, and cannot fathom why his sister's family has moved to the suburbs. Their house is an ultra-modern nightmare, which Hulot only visits for the sake of stealing away his rambunctious young nephew. Hulot's sister, however, wants to win him over to her new way of life, and conspires to set him up with a wife and job.",1958-05-10,13.893,7.391,499
1632,350,The Devil Wears Prada,"Andy moves to New York to work in the fashion industry. Her boss is extremely demanding, cruel and won't let her succeed if she doesn't fit into the high class elegant look of their magazine.",2006-06-29,69.565,7.391,11456
